Id,Label,TotalCommits,TotalIssues,TotalPullRequests,PublicRepos
6176,lucaskaczynskip,1,0,1,17
6177,Mayara-Ribeiro,0,0,0,15
6178,mattl0st,0,0,0,3
6179,alissonFabricio04,39,0,1,27
6180,Dmferreira10,0,0,0,0
6181,joaogabriel-sg,712,4,143,107
6182,EEdson-Osvaldo,2,0,0,3
6183,pinheiro-neto,0,1,0,1
6184,dre1597,1158,0,5,63
6185,MayaraPlaza,158,1,0,17
6186,Francisco-Fetapi,1028,4,4,59
6187,ranielisilveira,59,1,0,26
6188,ggabrielli,0,0,0,0
6189,MdOmorFaruk07,0,0,0,2
6190,pauloBore,0,0,0,0
6191,Sellucas,405,0,0,20
6192,renanconst,0,0,0,6
6193,orenatodos,110,9,0,19
6194,Giovani-Gomes,21,0,0,12
6195,DevVitorPedra,30,0,0,32
6196,RodrigoRVSN,1147,105,69,134
6197,Rubenval1987,38,0,0,13
6198,renatomarinhofr,4,0,0,7
6199,a420gmoon,1,1,5,7
6200,keidsondesigner,484,0,6,89
6201,Marinavdac,17,0,0,30
6202,alv-farias,6,0,0,5
6203,milix90,2,0,0,1
6204,mr-soulfox,80,0,5,17
6205,ltenorio88,3,0,0,1
6206,LeonardoSousa89,667,0,3,185
6207,ramonkjl-zz,0,0,0,21
6208,vavellar,34,1,0,46
6209,raul-hrosa,17,0,0,4
6210,alexsandre-sales,0,0,0,53
6211,yurkltf,0,0,0,0
6212,Uallessonivo,112,0,1,49
6213,Maurinh,14,0,0,8
6214,douglas-dc,5,0,0,10
6215,pefcortes,11,0,0,28
6216,bryandbernhardt,401,0,11,74
6217,favix,0,0,0,0
6218,4nnyMB,1,0,0,4
6219,CarolAguera,39,0,3,29
6220,bernardovazm,11,0,0,7
6221,lucascagostinho,49,0,0,23
6222,wesleyvlk,0,1,9,14
6223,vagnersilvas,0,0,0,29
6224,GhostDefault,0,0,0,3
6225,guimaraesalves,0,0,0,115
6226,mlanesmtt,15,0,1,1
6227,savionascimentodev,114,1,0,16
6228,leohteixeira,103,0,0,7
6229,GabrielBReis,27,0,1,9
6230,AlexNicolasCode,433,0,78,44
6231,ElielFernandes,17,0,0,10
6232,pedro-darde,31,0,0,36
6233,aprendendofelipe,232,53,91,12
6234,GustavoNoronha0,30,1,1,42
6235,PauloGrijp,7,0,1,44
6236,Laisiemma,0,0,0,0
6237,RudhyDev,51,0,8,45
6238,leandrobnk,0,0,0,11
6239,Venezyz,1,0,0,5
6240,analistadeperon,165,0,3,700
6241,PedroD96,8,1,0,13
6242,ReuelJosafa,22,4,12,15
6243,oivanessacorrea-zz,0,0,0,2
6244,mathmartins2,210,7,3,43
6245,rodrigo-source,0,0,0,1
6246,igormasi,0,0,0,4
6247,rafhaeldeandrade,462,0,0,30
6248,flavio-foa-dev,1402,0,381,150
6249,LeonardoMariguela,0,0,0,0
6250,CaioOK,0,0,0,25
6251,maria-baeta,0,0,0,23
6252,carlagteixeira,0,0,0,30
6253,gabiabbate,0,0,0,5
6254,zakkaria123,8,0,0,7
6255,Jefte-Felipe,17,0,0,18
6256,VeectorVt,13,0,0,13
6257,LeoScripts,12,0,5,21
6258,jcqueiroz,41,0,8,36
6259,GuiIhermeLandim,37,0,0,21
6260,dalollio,2,0,0,13
6261,AlexSodreDev,0,0,0,16
6262,AdrianoOPereira,4,0,0,2
6263,fernandoduarte75,0,0,0,0
6264,Jadsonl,5,0,0,13
6265,thf4,12,0,4,30
6266,NSResende,4,0,0,13
6267,Math-cod3,8,0,1,18
6268,giovanifranz,142,1,52,52
6269,rtorreson,19,0,0,13
6270,Silva-Cesar,24,4,1,12
6271,ReAraujo,1,0,0,21
6272,linusmanuel,806,22,10,66
6273,Andre-Rodrigues-Dev-Web,217,1,8,192
6274,rbsolcap,0,0,0,1
6275,hewmoreira,7,1,1,25
6276,Igor-Mont,123,0,0,57
6277,juliocesarscheidt,483,0,46,115
6278,wesCavalcante12015,0,0,0,8
6279,ewertonls,14,1,4,17
6280,Lourene-MCSchueler,222,0,0,31
6281,ivgawev,0,0,0,1
6282,alanMatheus,2,0,0,2
6283,heitorleite18,0,0,0,1
6284,thealexcesar,42,0,11,10
6285,SilvioLucasDev,1952,0,17,44
6286,pyfundation,2,0,0,769
6287,vieirajunior-90,101,0,0,21
6288,stecks10,318,0,0,59
6289,anacarolliny,0,0,0,67
6290,coder-samuel,0,0,0,35
6291,joaoflaviosantos,19,3,2,27
6292,RafaelEnesjob,43,0,0,15
6293,JoaoG23,249,0,4,39
6294,gabrielreisdev,34,0,0,14
6295,raulvictorvieira,0,0,0,18
6296,carllos-alberto,126,0,3,18
6297,SallesCosta,73,1,6,45
6298,Jhonattan2121,172,0,2,26
6299,arthurffreitas,0,0,0,2
6300,pedroluiznogueira,30,4,4,119
6301,ajdcdy,0,0,0,18
6302,DJMarshallSantos,1,0,0,21
6303,raffreitas,26,0,5,9
6304,Diogo-Mendes-Martins,0,0,0,26
6305,Leandro-dnz,5,0,0,19
6306,lbseven7,444,0,24,49
6307,andrestanlley,58,0,5,27
6308,RafaelPrincival,0,0,0,38
6309,fabiosantanarp,12,0,0,10
6310,Bezerrafernando,150,0,1,18
6311,marcosJuniorPassarella,697,0,2,59
6312,01JAMIL,202,0,7,12
6313,anafelauto,0,0,0,0
6314,pauloggdev,137,0,0,24
6315,ThiTechnician,0,0,0,13
6316,franciscoeudesjr,0,0,0,4
6317,andreluiskunertalktecnologia,0,0,0,5
6318,nsosoares,74,2,8,8
6319,NicholasWM,53,0,0,57
6320,ViniciussCL,0,0,0,16
6321,crislerwin,431,3,16,58
6322,brunobeneventi,0,0,0,21
6323,CristianPietro,206,0,5,14
6324,maxsueldev,235,0,0,29
6325,paulofrutos,0,0,0,8
6326,henricodias,10,0,0,16
6327,FirmoGuilherme,1,0,2,10
6328,Gebriel22,0,0,0,2
6329,lgustavopalmieri,135,0,0,43
6330,andrade-felipe-dev,73,1,4,15
6331,22388o,5874,59,294,3727
6332,williamsza,133,0,3,37
6333,prydatech,0,0,0,1
6334,andradeviniicius,174,1,3,16
6335,psnavega,154,0,0,18
6336,duardoqueiroz,536,12,83,26
6337,GustavoSchimidt,4,0,1,16
6338,brunozampieri1985,5,0,0,10
6339,Pedro-H-Braga,282,0,0,12
6340,WelBert-dev,982,0,0,61
6341,doquinha-dev,24,0,6,6
6342,jhonatanveras,5,0,0,36
6343,rafaelmpardim,70,0,0,8
6344,paulophdev,52,0,0,14
6345,luiggigarcia,15,0,0,6
6346,e-leite,135,0,0,5
6347,vinibatista905,0,0,0,25
6348,MalikGabrielG,0,0,0,0
6349,Carlos-Holz,35,0,0,18
6350,RenanSPereira,77,2,2,6
6351,Wesley-wsl,59,0,1,48
6352,laurentino14,225,0,8,27
6353,UenerCoelho,483,0,0,26
6354,reginaldobertoluci,0,0,0,3
6355,jevdevlsilva,4,0,0,10
6356,anahelenamagit,0,0,0,1
6357,crispessin,5,0,1,3
6358,fabrinanunes,52,0,0,50
6359,cris-guedes,39,1,5,18
6360,henriquerborba,69,0,0,28
6361,elimaroliveira,0,0,0,4
6362,LucasYurii,0,0,0,1
6363,VitorRamos25,0,0,0,5
6364,BrunoLeao5972,0,0,0,2
6365,itsgabiv,0,0,0,4
6366,fernandosilvap96,1,0,0,18
6367,GlaucioVieira,0,0,0,10
6368,ethanflower1903,788,0,0,317
6369,guilhermesantosdias,0,0,0,1
6370,lukke-dev,332,0,3,64
6371,WeversonTorres,4,0,0,2
6372,felipecabuto,3,0,0,9
6373,carlossmessquita,31,0,0,22
6374,gabrielh-silvestre,519,1,108,45
6375,FernasG,173,0,6,24
6376,eliezerlobaton,48,0,0,19
6377,yekoroglu27,0,0,0,0
6378,T14g0Ferreira,0,8,0,6
6379,andersongrochocki,27,0,0,13
6380,andersonbarretoalves,175,0,0,28
6381,GustavoRdr10,44,0,0,18
6382,leonardolinard,1,0,0,13
6383,JanMarchi,2,0,0,9
6384,mqsoares,192,0,3,14
6385,mariana-cristina-santos,20,0,3,31
6386,msantosuk,1,0,0,4
6387,AdmoSouza,0,0,0,1
6388,JohnnyDeBoas,24,0,2,8
6389,andersonszdc,46,0,0,41
6390,alexandresilvawek,0,1,0,0
6391,DevHyago,86,0,7,32
6392,ThiagoTatico,46,0,2,34
6393,KalmonJ,320,0,0,12
6394,zakarialaouiETU,2,0,2,5
6395,goingtosenior,0,0,0,3
6396,constThiagoSilva,654,1,4,23
6397,AmirhoseinHesami,106,0,0,16
6398,hrusikesh8280,261,1,22,62
6399,BlossomSwap,0,0,0,3
6400,digicomsujan,0,0,0,5
6401,paulo-barbosa1,0,0,0,3
6402,lgcsantos,0,0,0,26
6403,MatheusOliveira047,413,0,3,40
6404,phovmaia,26,4,1,22
6405,fernanferdnan,0,0,0,5
6406,KaiqueSP96,71,0,1,37
6407,gabriel-ramalho-albuquerque,11,0,0,11
6408,JulianaFerreiraRibeiro,216,0,112,8
6409,joaorodriguesz,189,0,10,7
6410,Ronaldoroncode,0,0,0,25
6411,BrunoApMarques,0,0,0,5
6412,AndreyNovaes,312,0,14,27
6413,Merieli,166,1,9,32
6414,vinyciuss,0,0,0,0
6415,WesleyDePaula,24,0,5,9
6416,fpdsjr,6,0,0,17
6417,GustavoFontanaa,70,0,1,26
6418,BrunoColpani,32,0,9,42
6419,stardusteight-d4c,1479,0,1,23
6420,samircunha,3,0,0,14
6421,kauamntro,34,0,0,14
6422,Adilson-ls,47,0,1,8
6423,RobsonCarra,0,0,0,11
6424,moliveiraz,1,2,2,6
6425,rafacoper,12,0,13,14
6426,MatheusFCardoso,13,0,0,19
6427,marlisonmourao,1052,0,5,58
6428,danielhesse,0,0,0,42
6429,LucasTabone,18,0,0,9
6430,thdias00,2,0,0,26
6431,samuelCupertino,33,0,0,27
6432,hirtonsantos,55,0,1,33
6433,joaobrasildev,1,0,1,24
6434,Kelwinpin,84,0,11,20
6435,DevBrunoRafael,168,0,3,27
6436,Joaopedroaquino,662,0,9,51
6437,Rian1432,37,0,0,9
6438,wildsonromeu,0,0,0,0
6439,LIMA-VIEIRA,6,0,0,22
6440,Evellynsb,0,0,0,0
6441,ItaloF532,235,1,2,13
6442,larirrsouza,0,0,0,2
6443,Melnatal,0,0,0,16
6444,guilhermemont,2,0,0,4
6445,williamfrd,0,0,0,3
6446,extmatheusleite,0,0,2,3
6447,ezioweb,59,0,4,38
6448,RodrigoAnjos2004,45,0,1,9
6449,HugoVictorDev,0,0,0,8
6450,madebyluque,0,0,0,25
6451,PaulaSalinoRibeiro,182,1,0,54
6452,MoranguinhoRosas,1,1,0,5
6453,JimmyAlvess,1,0,0,17
6454,Louisathenios,0,0,0,2
6455,brunpizy,0,0,0,27
6456,Antonio592021,0,0,0,3
6457,joaosouzaaa,67,0,1,28
6458,wesleymo22,159,0,2,22
6459,lnxdxtf,107,0,1,16
6460,ChristofherLucas,148,0,0,9
6461,guilherme-braga4,100,0,2,41
6462,Amoresy,0,0,0,2
6463,Carlosleguica,0,0,0,3
6464,Luiz8966,0,0,0,4
6465,gabrielsozinho,68,4,7,16
6466,c-rocha7,91,0,5,8
6467,silv39,0,0,0,11
6468,IngridSotoDev,242,0,0,19
6469,chrislliam,0,0,0,4
6470,luisnetto,1,0,0,1
6471,Nayahto,38,0,2,8
6472,gustavouliano,58,0,0,25
6473,pwfgitdone,74,0,1,21
6474,David-Santana98,304,0,0,19
6475,beatriz-cantilho,9,0,0,10
6476,alexneres,88,0,1,11
6477,willianezirio,0,0,0,1
6478,B3Z3RR4,0,0,0,2
6479,willianluizr,23,0,0,3
6480,renansoder,15,0,0,25
6481,MyllaC,2,0,0,66
6482,hanyelC,580,0,22,54
6483,feitosadev,33,0,0,25
6484,Mateusmith,0,0,0,14
6485,heitorprezia,7,0,0,2
6486,slopesweb,0,11,0,308
6487,i-dont-have-a-name,0,0,0,3
6488,Wagneravel,94,0,2,17
6489,giovanniNative,0,0,0,0
6490,fabiojdantas1,0,0,0,26
6491,alancardos0,91,0,0,15
6492,marianenigri,0,0,0,2
6493,Jeff-santana,0,0,0,0
6494,mmarchesini,0,0,0,0
6495,elielaguiar,0,0,0,6
6496,Nikki-bit,0,0,0,0
6497,caiqueC,0,0,0,1
6498,DaianedaRosa,22,0,0,20
6499,ana-dante,72,1,0,24
6500,Fersilva83,2,0,0,15
6501,gabrrielsilva,240,0,0,38
6502,leonampuzlplace,0,0,0,5
6503,davidrogger,2328,0,83,53
6504,edimilsonldutra,30,0,0,16
6505,Matheusvazc12,0,0,0,5
6506,luizgasparetto,71,0,1,31
6507,trkotovicz,347,0,2,45
6508,M0nicaVaz,24,1,1,30
6509,Lukstorms,6,0,0,22
6510,alessandrobferreira,18,0,0,26
6511,vidagostini1998,117,0,0,48
6512,ElizeuV,198,0,3,16
6513,Johannecarlos,116,0,2,23
6514,IsabelaFatima,40,0,0,26
6515,guipuzl,10,0,0,3
6516,christiancalara,0,0,0,4
6517,Ndav07,100,0,0,15
6518,CSousa-Dev,19,0,0,5
6519,AlexandreMSJR,29,0,0,12
6520,BrunoEduardo45,48,0,0,7
6521,eliane-sp-silva,8,0,0,49
6522,feelnin,2,0,0,23
6523,rudarabello,653,15,28,42
6524,Emanuelit,0,0,0,41
6525,hugoalbrecht,0,0,0,2
6526,zoltancaputo,12,0,0,20
6527,MrWerton,339,0,3,44
6528,R-Vktor,5,0,0,6
6529,rennan-rocha,0,0,0,0
6530,tiagocpmedeiros,0,0,0,12
6531,joaoabreu22,15,1,0,20
6532,LeonardoReis86,26,0,2,7
6533,Nilso97,125,0,8,33
6534,KevinRomasko,0,0,0,0
6535,YujiAsano1,0,0,0,9
6536,marcos-silva-rodrigues,497,0,0,89
6537,DevCyBlade,18,0,0,13
6538,rayonefreire,20,4,1,5
6539,MigPlayer6032,32,0,0,8
6540,suportebahia,1,0,0,2
6541,barbara-nunes,61,0,0,15
6542,hellsu00,46,0,1,13
6543,dev-araujo,97,0,4,10
6544,cumsoft,350,0,3,9
6545,thmedeiroslima,8,0,0,6
6546,Margaze,11,0,0,3
6547,PedroCarpe,104,0,0,12
6548,Ryan-012,235,0,0,12
6549,vianaz,72,0,42,26
6550,rodriguesjordan,0,0,0,0
6551,leofab,533,0,26,57
6552,l-fernandocosta,358,0,0,45
6553,DanikRocha,0,0,0,0
6554,DiegoMS01,0,0,0,2
6555,JLeonardoPL,0,0,0,0
6556,eduhrq,5,0,1,4
6557,Marcone-Santos1,117,0,12,30
6558,heitor-kuba,0,0,0,0
6559,shprojetos,0,0,0,0
6560,rebonat0,9,0,0,14
6561,keithdimeni,14,0,0,10
6562,CodebyNeimer,5,0,4,4
6563,JS-Nascimento,153,0,3,29
6564,JoseCarlos-Filho,857,0,0,39
6565,felipewom,17,0,6,9
6566,pratesMatheus,92,0,0,45
6567,kauanhindlmayer,794,0,28,30
6568,DVGrasy,0,0,0,1
6569,RafaelNei93,7,0,0,1
6570,ezeqqi,14,0,0,11
6571,luanasouzal,0,0,0,3
6572,flaviojoaofelix,386,1,22,18
6573,dennisvdwalt,0,0,0,0
6574,eleonora-smith,0,0,0,0
6575,andreborile,19,0,0,7
6576,Celo-Dev,5,0,0,10
6577,marco-pizzollo,0,0,0,0
6578,Mist3rBru,447,2,44,37
6579,jefferson-alves-dev,393,0,0,7
6580,servussmythe,0,0,0,0
6581,Wimull,11,1,0,10
6582,xaemae,0,0,0,0
6583,Eliomatheus,43,12,0,9
6584,Jhonny-Freitas,17,0,0,17
6585,NewMetaverse,0,0,0,0
6586,0dL1n,44,1,0,5
6587,vitorlany,210,11,8,18
6588,Edson-Arael,12,0,0,6
6589,valentinEduardo,157,0,2,21
6590,SATILAM,114,0,0,50
6591,WerbethAraujo,253,0,3,35
6592,MariaFernandaOliveira,0,0,0,5
6593,iamdanielnto,0,0,0,4
6594,Gabrielg2d2,562,0,0,22
6595,ramontribeiro,3,0,0,14
6596,alisson-aguiars2k,189,0,0,33
6597,Andreymcortez,23,0,1,7
6598,Antonioakob,0,0,0,3
6599,leocarlos-dias,186,0,27,12
6600,Jeffo182,285,0,3,22
6601,paulohmoraisgit,2,0,0,36
6602,Ju314,0,0,0,15
6603,leolojacorr,0,0,0,7
6604,lhzamperlini,2,0,0,3
6605,J040V1T0RJG,145,3,16,57
6606,techpordentro,99,0,11,65
6607,Phattyjung,0,0,0,2
6608,Brieffc,27,0,0,18
6609,creisbarbosa,90,0,0,27
6610,osamucaaaa,6,0,1,15
6611,drigoBarbosa,162,1,0,21
6612,LucasMedeiros7,372,1,10,40
6613,NayaraCarvalho,0,0,0,1
6614,luis-seia,111,0,9,23
6615,RenatoAnjo,82,0,0,22
6616,eliaseloy,20,0,0,24
6617,miranda-Leonardo,174,0,5,5
6618,rafaelmonteirons,0,0,0,0
6619,MichaelLimaOliveira,52,0,0,53
6620,PedroNetto404,27,0,0,8
6621,gholiveiradev,0,0,0,1
6622,LeGout123,0,0,0,0
6623,rafael93souza,232,0,29,17
6624,marcellsa,478,0,2,39
6625,jpeggrapher,0,0,0,0
6626,AtteMec,0,0,0,0
6627,JCSIVO,97,0,0,29
6628,yuryss98,607,0,0,39
6629,luis-b-o,55,0,4,9
6630,breno-felix,956,0,8,23
6631,IgorFanticheli,0,0,0,1
6632,JoaoLopesDev,0,0,0,2
6633,oiacmon,1,0,1,0
6634,AVBDS001,44,0,0,17
6635,thiagobrumer-hotmart,0,0,0,0
6636,JeanLins,0,0,0,3
6637,dev81log,121,1,1,14
6638,mathfbcosta,7,0,0,2
6639,ArianedeOliveiraSilva,0,0,0,0
6640,dbento26,0,0,0,0
6641,renandcg,0,0,0,3
6642,Gsilvaol,72,0,0,21
6643,MateusSantiagoDev,1930,0,0,79
6644,JoaoGuimaraesKSI,0,0,0,1
6645,Lucassec1,227,20,19,12
6646,YgorRupp,198,0,63,17
6647,Siferox,0,0,0,7
6648,thiagoccs,267,0,1,17
6649,IzaiasDataScientist,17,0,0,11
6650,CarlosGumpfy,0,0,0,1
6651,Dianamenezess,0,0,0,0
6652,Resicom,0,0,0,0
6653,VGA777,0,0,0,0
6654,erickbrdev,223,0,0,36
6655,lhucaseduardo,16,0,0,7
6656,giselle96,0,0,0,1
6657,nikolai1312,114,5,4,13
6658,Satyaranjan8414,533,0,22,34
6659,bdonadel,0,0,0,7
6660,GusDev0258,518,2,13,36
6661,Geografiadetudo,0,0,0,0
6662,gonca-code,0,0,0,0
6663,pdiasnessa,0,0,0,6
6664,JacksonLOliveira,1,1,0,4
6665,Clicia739,132,2,1,36
6666,IsabellaAlves2009,124,1,1,31
6667,IgorGazineo,41,0,0,21
6668,iam-eduardo,4,0,0,2
6669,Higo80s,30,1,0,7
6670,FernandoLair,0,0,0,3
6671,AndrewGFAmaral,0,0,0,2
6672,eduardobrbarros,0,0,0,0
6673,hafiz-muhammad,80,3,10,20
6674,sigespweb22,678,171,11,15
6675,VictorPargas,28,0,0,11
6676,eloir-vs,0,0,0,0
6677,Thiago-Pio-Brisa,3,2,1,1
6678,priscillabenevenute,2,0,0,6
6679,andreacury,12,0,1,8
6680,JhonantanCGS,0,0,0,0
6681,engnandogabriel,164,0,1,13
6682,carloshnunes,9,0,0,2
6683,emanoelhenrick,1018,0,15,19
6684,GuilhermeDivino03,13,0,0,13
6685,FlaviaGuerratech,0,0,0,1
6686,Lhukaaz,5,0,0,3
6687,luizHenriq12,66,0,3,15
6688,HeloisaMayerle,0,0,0,0
6689,pedrocorreia13,0,0,0,2
6690,nargilasilva,8,0,0,4
6691,BrunoPavanelli,820,0,58,9
6692,bryanmaraujo544,25,1,0,32
6693,clarabarretto,159,0,3,22
6694,tarcisiodev1,308,11,0,32
6695,LucieneFreitas,66,0,0,23
6696,pcezar1118,80,0,0,16
6697,Levysss,23,1,0,9
6698,ELIELAB,0,0,0,1
6699,arturmedeiros,2,0,0,19
6700,DanilloAlve,0,0,0,0
6701,guilhermebpsilva,18,0,1,7
6702,LazaroAntunes,0,0,0,0
6703,MarcioTanan,660,0,1,26
6704,RafaelHelisson,5,0,0,7
6705,ericqcavalcante,0,0,0,0
6706,luizfelipemacedo,251,2,12,10
6707,laianot,0,0,0,0
6708,Leandro-Gehlen,366,1,0,23
6709,NaaraRocha,0,0,0,1
6710,filipemateus2000,83,0,3,14
6711,Njalves30,0,0,0,0
6712,SouzaJanete,70,0,0,18
6713,jgustavokoch,0,0,0,0
6714,MaymayRibeiro,32,0,0,10
6715,JenifferMendes,546,0,2,24
6716,NataliTrindade,12,0,3,6
6717,cintiaMara,25,0,2,6
6718,ivarvingrencarrera,284,42,0,13
6719,Rafailusion,15,0,0,4
6720,Luzabm,82,0,0,8
6721,filipebratti,141,0,1,15
6722,bkhenrique,127,0,0,7
6723,lcsmota,557,0,0,18
6724,Vectt0r,50,0,0,9
6725,Gabrielle-Demberck,6,0,1,2
6726,daniel-resgate,9,0,3,2
6727,yarlaaguiar,6,0,0,3
6728,gustavojs-qa,26,0,1,4
6729,gliceriojr,8,0,0,2
6730,ArgemiroC,1760,0,0,6
6731,rafaelmour4,0,0,0,4
6732,Guilherme-R-C,0,0,0,0
6733,Stardev1127,183,1,3,49
6734,SyRad01,5,0,0,1
6735,jonathan-macedo,60,0,0,10
6736,gguibittencourt,6,0,0,8
6737,GabrielHidaN,56,0,0,13
6738,fernandopires47,0,0,0,0
6739,greendream21,4492,7,21,68
6740,kalineschroder,6,0,4,2
6741,smmfahad,0,0,0,0
6742,odevbaiano,7,0,0,2
6743,marlongirardello,37,0,0,14
6744,rochadiegox,26,0,1,20
6745,ArthurSPrado,15,0,0,2
6746,ricardokelvin,39,0,5,6
6747,AlexandreRenovatoRicci,0,0,0,0
6748,ricardosb25,172,0,1,22
6749,csmartinsdev,23,0,0,7
6750,mariaclarasimoes,19,0,0,3
6751,Flaviansilva,29,0,0,8
6752,jpsoul-dev,16,3,0,2
6753,crowcami,0,0,0,1
6754,gabrielviggianih,47,3,1,8
6755,Wow-Rider,7,2,0,21
6756,lesc-sanca,1,0,0,1
6757,vitorsanc-hu,0,0,0,0
6758,ClaudioDev1,0,0,0,0
6759,code-front-braga,31,0,1,7
6760,fernando-pires47,42,0,0,20
6761,greut,55,1,32,210
6762,geohot,1031,96,317,83
6763,pavelmaca,6,0,1,44
6764,adamdunkels,1,0,1,10
6765,fabceolin,0,1,2,49
6766,g-oikonomou,5,0,0,16
6767,JelmerT,2,0,0,40
6768,simonduq,0,0,2,15
6769,diogocortiz,2,1,0,5
6770,thaJeztah,3701,86,1835,353
6771,atiselsts,71,3,9,35
6772,sw3luke,0,0,0,4
6773,klbouman,0,0,0,1
6774,augdomingues,0,0,0,13
6775,Chillee,79,21,91,87
6776,mmondelli,1,0,0,30
6777,joannakl,227,0,0,55
6778,tscheffl,7,1,0,13
6779,dengl11,0,0,0,29
6780,canesche,689,0,2,59
6781,badain,82,1,0,14
6782,epmcj,0,0,0,15
6783,lucaslattari,40,0,0,83
6784,merrymercy,659,12,291,41
6785,laryssamagalhaes,0,0,1,17
6786,r17x,441,9,47,265
6787,isadoraoliv,0,0,0,23
6788,varelabeatriz,18,0,0,16
6789,deneribeiro10,19,0,0,18
6790,romain-jacob,26,0,1,20
6791,VegarKrogsethagen,0,0,0,2
6792,JoaoVictorMagalhaesSouza,12,0,0,22
6793,MateusCSantos26,5,6,0,4
6794,jnacif,0,0,0,0
6795,TamiresV,0,0,0,0
6796,Globson,16,0,0,64
6797,NK2317,9,0,0,11
6798,JnCM,71,0,0,32
6799,otaviouss,7,0,0,16
6800,pforderique,218,0,45,53
6801,IslamShg,2,0,0,8
6802,grequena,43,0,0,2
6803,vinicmendes,105,0,0,20
6804,g-bordoni,1,0,0,15
6805,larisabelle,10,0,0,6
6806,JudsonSS,46,0,0,11
6807,ClaudioBarbosaUFV,0,0,0,0
6808,vinicius-julio,2,0,0,16
6809,altybelle,6,0,1,11
6810,AryelPenido,6,0,0,23
6811,FilipeFL,8,0,0,7
6812,RonielNunes,53,3,0,44
6813,PapaArt,93,0,0,27
6814,dornelasthabata,0,0,0,3
6815,biellryan,3,0,0,8
6816,HellenCarolyna,2,0,1,2
6817,lazarobodevan,280,1,0,33
6818,jamesmontemagno,350,6,61,351
6819,adrianomqsmts,0,0,0,23
6820,Gsergioo,0,0,0,17
6821,Fabio-Trindade,63,1,0,14
6822,Erian-A,68,0,1,10
6823,GabriellMiranda,106,0,6,28
6824,Dusstody,19,0,1,1
6825,RockFall,104,0,1,42
6826,KrisMazzini,265,0,0,19
6827,mourner,152,12,38,79
6828,rgommers,875,109,255,139
6829,sjsrey,382,20,61,351
6830,leouieda,629,39,114,106
6831,mrocklin,391,132,115,255
6832,rougier,453,2,2,284
6833,wesm,4,1,0,118
6834,darribas,240,20,5,122
6835,anitagraser,292,89,43,74
6836,pedrolacerda,200,0,42,52
6837,gustavo-depaula,18,2,2,52
6838,jakevdp,578,42,597,226
6839,jorisvandenbossche,502,226,342,183
6840,Robinlovelace,1765,436,215,305
6841,ljwolf,132,13,19,128
6842,ericmjl,1764,17,55,266
6843,jemaf,84,0,1,41
6844,pysal,0,0,0,37
6845,melissawm,428,53,194,169
6846,knaaptime,292,29,65,136
6847,lucasnfe,149,0,0,31
6848,gboeing,892,10,134,60
6849,qszhao,28,1,0,45
6850,juanpflores,202,9,2,64
6851,elisemoe,16,0,0,15
6852,HTenkanen,711,10,67,62
6853,weikang9009,114,3,18,121
6854,rafapereirabr,983,116,10,32
6855,jGaboardi,546,228,180,124
6856,caspervdw,333,54,125,40
6857,OtacilioN,288,0,14,163
6858,raul4247,5,0,0,57
6859,JamesSaxon,12,1,6,27
6860,carlaprv,15,1,1,21
6861,eduardocesb,19,1,10,10
6862,leimao,409,12,11,175
6863,joaopedro-fg,26,0,0,19
6864,Perkles,106,0,3,12
6865,Robertorosmaninho,145,23,92,34
6866,LucasPMM,133,0,6,39
6867,adrianoapj,16,6,6,34
6868,ibryans,20,0,3,27
6869,LeonardoJAlves,0,0,0,2
6870,gordicaleksa,18,28,1,43
6871,ChrystianMelo,105,12,0,30
6872,jeffcsauer,15,0,0,15
6873,brunomaletta,103,0,0,8
6874,RitaRez,45,0,0,20
6875,slumnitz,0,4,0,70
6876,ds4dm,0,0,0,33
6877,oliveira-mathias,0,0,2,45
6878,vitor-mafra,46,0,5,25
6879,martinfleis,1205,103,231,119
6880,PabloVizard,9,0,8,21
6881,ArthurDeBellis,3,0,10,6
6882,mggg-states,0,0,0,36
6883,Luscv,7,0,0,21
6884,VitorHugoFra,0,0,0,15
6885,pachicodes,307,5,12,44
6886,gsagostini,42,0,0,6
6887,emanueljuliano,25,0,4,11
6888,mie-lab,0,0,0,32
6889,ArthurHDN,0,1,0,14
6890,vcwild,249,25,47,105
6891,KarenBaliero,5,0,0,12
6892,tdhoffman,201,10,0,18
6893,JoaoRafa19,325,14,5,50
6894,proxygo,96,0,3,17
6895,bernardoamorim,49,0,12,3
6896,Guilherme-Schwann,18,1,0,6
6897,Ka1ine,108,0,25,37
6898,data-apis,0,0,0,19
6899,josemayer,726,12,69,16
6900,tatamartinsg,65,0,1,25
6901,duckdblabs,0,0,0,9
6902,joaozenobio,1,6,5,3
6903,mlarasusan,12,0,8,4
6904,Fredb26,0,0,0,0
6905,guipmourao,9,0,0,17
6906,elcarvalho,1,0,0,32
6907,evansantos,0,0,0,53
6908,carloshpdoc,3,0,0,98
6909,mauriliofilho,1,4,2,173
6910,laertonss,0,0,0,5
6911,willianwt,0,0,0,25
6912,danfmsouza,19,0,0,36
6913,talesmgodois,42,0,0,99
6914,mpfdev,27,0,6,12
6915,henriqueogs,2,0,0,29
6916,DanielTolentino,258,10,34,40
6917,jake100,25,0,0,66
6918,huanfachen,94,1,1,93
6919,MateusRomao,0,0,0,0
6920,koba-works,17,0,0,9
6921,dalindev,26,0,1,30
6922,gamemann,1639,56,55,133
