Id,Label,TotalCommits,TotalIssues,TotalPullRequests,PublicRepos
15594,daijifeng001,30,0,1,8
15595,ssddanbrown,824,92,91,73
15596,yangshengtao,0,0,0,24
15597,shiftj18,1,1,5,26
15598,ScienJus,0,0,0,78
15599,lzx551402,7,0,0,17
15600,liuwei1993,0,0,0,16
15601,Goatform,12,0,2,20
15602,RowlandOti,12,1,9,107
15603,zjh-neverstop,0,0,0,35
15604,ctrysbita,69,4,4,14
15605,CharlinFeng,0,2,0,121
15606,rcaferati,17,0,4,6
15607,JustinFincher,3,0,0,88
15608,ddadaal,992,9,193,56
15609,panteng,0,0,0,11
15610,Tlaster,412,5,32,130
15611,liuzhuang13,14,0,0,19
15612,shirognqi,0,0,0,12
15613,linytsysu,4,0,0,29
15614,ghostbody,0,0,0,69
15615,leozdgao,22,0,0,107
15616,QipengGuo,9,2,4,20
15617,bohanyang,315,15,2,31
15618,HighCWu,51,0,9,84
15619,albertodemichelis,5,0,0,4
15620,layumi,707,3,25,201
15621,vvusu,234,0,0,32
15622,jiankangdeng,13,0,0,4
15623,Bakser,26,0,0,12
15624,MMElina,0,0,0,5
15625,bestswifter,0,0,0,50
15626,axionl,89,2,0,17
15627,Guanghan,0,0,0,47
15628,superproxy,1,0,0,50
15629,Hanks10100,0,0,0,50
15630,youngwind,1,0,0,35
15631,Skykai521,11,0,0,29
15632,JChehe,0,10,0,50
15633,codeworm96,0,0,0,58
15634,hicqu,89,40,99,52
15635,cosmozhang1995,4,0,0,55
15636,andylei18,0,4,0,65
15637,yanbober,0,0,0,24
15638,ngCoder,8,0,0,1
15639,renbaoke,0,0,0,8
15640,awephy,1,0,0,13
15641,imtsuki,113,5,4,47
15642,helloShen,0,0,0,42
15643,lzxb,127,0,1,83
15644,SimoTod,28,0,6,31
15645,galeone,111,6,15,74
15646,gxynikita,0,0,0,46
15647,happyAnger6,0,0,0,66
15648,wrbing728,0,1,0,16
15649,louchenyao,16,0,0,52
15650,xlwh,0,0,0,274
15651,dongeforever,0,0,0,30
15652,xuiwife,0,0,0,18
15653,breakwa11,0,0,0,8
15654,lefex,3,3,0,126
15655,12101111,304,4,2,70
15656,skllcrn,1,0,0,3
15657,CNKCQ,2,1,0,103
15658,jetsonhacks,33,0,1,117
15659,AlynxZhou,363,15,22,109
15660,zhenchao125,0,1,0,155
15661,aa1011372655,0,0,0,43
15662,0918nobita,908,5,2,206
15663,jesseduffield,756,47,157,59
15664,maopao-691515082,9,0,0,11
15665,aaronbell,149,13,40,88
15666,Serraniel,64,6,2,20
15667,diamondburned,2551,111,38,364
15668,doving,0,0,0,39
15669,Anderson-Liu,0,0,1,74
15670,suclogger,1,3,1,66
15671,aegorenkov,0,0,0,36
15672,wenzi0github,115,5,0,39
15673,inscodex,0,0,0,16
15674,woxuejing,0,0,0,2
15675,iRuxu,1715,263,0,27
15676,lhc70000,99,2,7,20
15677,xinconan,33,7,2,63
15678,liangshixing,0,4,0,5
15679,roth1002,0,1,0,345
15680,yuantailing,16,4,4,64
15681,lichenbuliren,2,0,0,208
15682,ParinVachhani,0,0,0,18
15683,jennyliang220,100,10,37,29
15684,legendecas,347,21,236,91
15685,zuihou,284,7,3,23
15686,YeatsLu,0,0,0,61
15687,nullice,0,0,0,87
15688,zalelion,1,1,0,15
15689,AigeStudio,0,0,0,6
15690,brianhodges,0,0,0,91
15691,noname007,2,1,0,943
15692,gitter-badger,0,0,0,38287
15693,alfredzhang0728,0,0,0,1
15694,raphaelpor,4,1,3,43
15695,atcastle,17,1,21,7
15696,akemimadoka,29,0,6,98
15697,neurotoxinvx,0,0,0,38
15698,alitaheri,0,0,0,33
15699,brammool,472,1,0,2
15700,jobbole,0,0,0,27
15701,yorkoliu,0,0,0,13
15702,ele828,0,0,1,54
15703,efleurine,0,0,0,149
15704,osmanmesutozcan,24,0,1,70
15705,yugasun,129,0,12,173
15706,AnSwErYWJ,28,0,0,34
15707,amyslies,0,0,0,10
15708,Canhui,144,0,0,25
15709,alexgkendall,0,0,0,9
15710,lioitily,0,0,0,3
15711,yuxuangezhu,0,0,0,28
15712,chokcoco,76,48,8,67
15713,abpolym,72,8,4,31
15714,Bluelich,0,0,0,647
15715,longfeizheng,0,0,0,77
15716,BaliStarDUT,0,0,0,19
15717,Algue-Rythme,119,7,12,34
15718,emilygilbert,9,0,0,11
15719,goldbergyoni,113,3,43,29
15720,cdll,0,5,0,89
15721,focus7eleven,1,0,0,58
15722,jmlrt,68,2,47,58
15723,Aqours,68,3,1,10
15724,wayslog,8,2,2,94
15725,Vonng,1082,109,0,51
15726,guoxianlongw,0,0,0,3
15727,fuxuemingzhu,0,0,0,34
15728,BobyMCbobs,1578,26,544,89
15729,imwcl,0,0,0,44
15730,younth,0,0,0,11
15731,AlbertAZ1992,0,0,0,44
15732,eljuguetero,9,4,1,31
15733,mingyuliutw,9,0,0,22
15734,cdoco,175,0,0,36
15735,knightzju,0,0,0,0
15736,qinliujie,0,0,1,12
15737,loody,0,1,0,38
15738,ysicing,1249,23,15,94
15739,NKUCodingCat,0,0,0,40
15740,colin-ke,0,0,0,9
15741,amtlib-dot-dll,0,0,0,60
15742,Dreamacro,116,8,8,22
15743,ponkrit,0,0,0,8
15744,curtainwang,0,0,0,168
15745,dnfield,214,109,198,98
15746,zhaipro,2,0,0,64
15747,linhe0x0,94,0,1,111
15748,Hsuning-Ma,0,0,0,11
15749,strokie,0,0,0,4
15750,soeaver,14,0,0,32
15751,youngyangyang04,709,0,0,38
15752,YaoZengzeng,36,0,0,67
15753,yangyujiao,0,0,0,2
15754,Baiang,0,0,0,58
15755,feelwing1314,0,0,0,12
15756,virezox,545,4,2,24
15757,veemcb,0,0,0,14
15758,foryuki,11,0,16,15
15759,javahongxi,4,0,0,13
15760,veaba,23,1,3,140
15761,cspjiao,0,0,0,8
15762,wulijie,0,1,0,31
15763,wangshiy,0,0,0,26
15764,DDunc,0,1,0,60
15765,oralordos,15,0,0,30
15766,ihaolin,0,0,0,11
15767,landylee007,36,0,1,40
15768,jinvien,0,0,0,1
15769,h5bp-bot,0,0,0,0
15770,dli,0,0,0,7
15771,YichenGong,0,0,0,7
15772,safaiyeh,0,0,0,59
15773,SciresM,317,4,11,89
15774,0326,26,8,0,91
15775,giscafer,201,12,3,121
15776,ireade,5,1,1,126
15777,Germey,209,8,2,188
15778,boscorona,0,1,0,37
15779,jasonChen1982,0,1,0,34
15780,XiaohangZhan,10,0,0,20
15781,KuroGuo,26,0,0,45
15782,woxingxiao,0,0,0,15
15783,GuoYongfeng,0,1,0,161
15784,ludovicbenistant,0,0,0,13
15785,ncthbrt,15,0,0,102
15786,liuyang1520,107,2,62,27
15787,nslogx,3,2,0,18
15788,WarpPrism,4,0,0,44
15789,mike-kaufman,2,1,2,21
15790,ganlanshu,1,0,0,14
15791,dadadadudu,5,0,0,4
15792,pol-chen,1,0,0,17
15793,ZhaiSoul,55,1,0,31
15794,crazycodeboy,16,0,0,72
15795,guanchao,11,0,0,17
15796,LCLee,0,0,0,21
15797,thecodeduchess,3,0,0,52
15798,lonnyzhang423,1,0,0,14
15799,SuperSodaSea,198,16,109,40
15800,mmitche,386,80,287,196
15801,rsummers11,0,1,0,3
15802,hyperium,0,0,0,15
15803,tbroadley,63,3,3,225
15804,tw93,2191,8,7,29
15805,maithraraghu,0,0,0,5
15806,fuyikang,0,0,0,0
15807,kulley,0,0,0,4
15808,EmbraceLife,5,1,4,168
15809,francecil,264,15,49,42
15810,violetcherry,0,0,0,32
15811,rocklu,0,0,0,0
15812,LoranceChen,0,1,0,68
15813,xu-duqing,3,1,0,34
15814,sdumas,0,0,0,17
15815,LeiDeMing,0,1152,0,54
15816,coolfishstudio,314,108,0,78
15817,THUCSTHanxu13,6,0,0,26
15818,cbsudux,3,1,0,42
15819,yuukoken,0,0,0,3
15820,jinguangyue,59,0,0,39
15821,sshaoshuai,21,0,1,13
15822,damonge,101,10,51,56
15823,jayjayjpg,178,9,40,148
15824,juniwang,63,4,31,86
15825,zangqilong198812,53,3,1,27
15826,zyfjeff,30,5,22,94
15827,taoru,0,0,0,33
15828,hiteshsethi,0,0,0,28
15829,karaggeorge,9,1,12,117
15830,bambamboole,95,3,13,26
15831,adrw,292,2,70,101
15832,mark-i-m,59,1,7,92
15833,qianguyihao,125,0,0,37
15834,andyzsf,0,0,0,102
15835,QilongZhang,0,0,0,48
15836,liangliangwangsfu,24,0,0,12
15837,mivanzhang,0,0,0,144
15838,alanwangmodify,0,0,0,56
15839,ntindle,326,44,54,55
15840,ForsakenHarmony,285,31,173,131
15841,aytekinar,2,3,1,4
15842,Angelic47,34,0,2,63
15843,iLiutaotao,2,0,0,18
15844,xiaozongyang,1,0,0,62
15845,xnning,112,1,3,30
15846,ppoffice,33,1,4,14
15847,jefferscn,0,0,0,29
15848,ChinoMars,0,0,2,28
15849,felangel,1616,89,1123,120
15850,CainLuo,63,0,0,108
15851,admin-haha,0,0,0,44
15852,kuailejim,0,0,0,5
15853,pigirons,4,0,0,5
15854,irmowan,0,1,0,37
15855,IsaWdx,0,0,0,15
15856,xingyizhou,1,0,0,80
15857,erichuang1994,0,0,0,77
15858,ZheC,1,0,0,41
15859,0xjoanne,96,0,3,13
15860,Kivenhaoyu,2,0,1,45
15861,glample,3,1,0,28
15862,veggiedefender,4,0,6,58
15863,elithnever,36,0,0,11
15864,leestanley,40,1,1,47
15865,micooz,9,1,1,56
15866,jolyon129,0,0,0,40
15867,bbbrumley,0,0,1,13
15868,escapeCarthage,0,0,0,161
15869,yjqiang,0,1,0,35
15870,RobbyRob81,0,0,0,25
15871,fanux,69,32,48,80
15872,sun1752709589,0,0,0,46
15873,CreatCodeBuild,0,0,0,40
15874,dmattia,68,8,20,143
15875,shakuzen,425,98,22,116
15876,hongrainbow,0,0,0,4
15877,lewis-geek,0,0,0,11
15878,oopsguy,2,0,1,7
15879,englipan,2,0,0,148
15880,ymwneu,0,0,0,14
15881,vianvio,0,1,0,22
15882,mbeaudru,1,0,1,38
15883,carl-mastrangelo,46,9,40,47
15884,xmlyqing00,16,6,0,81
15885,pastelsky,206,14,13,129
15886,KevinHu-1024,0,0,0,78
15887,bingoogolapple,43,0,0,99
15888,yuanchenxi95,0,0,0,26
15889,andreitokar,28,1,4,5
15890,peachyy,0,0,0,67
15891,yk-knight,0,0,0,52
15892,denkensk,13,0,8,72
15893,kissggj123,13,0,0,166
15894,SamWanng,0,0,0,24
15895,WangXiZhu,10,0,0,28
15896,Neo-X,21,2,10,31
15897,logstash-plugins,0,0,0,273
15898,zjuws,8,0,0,39
15899,qianh,1,1,0,36
15900,felixcheung,0,0,0,29
15901,anderpang,0,0,0,82
15902,t123yh,364,7,9,47
15903,jonahwilliams,410,240,465,140
15904,CharlesMangwa,65,1,0,67
15905,yaochuxia,0,0,0,70
15906,yassineAlouini,15,5,2,43
15907,mycraftmw,0,2,1,27
15908,pooyanjamshidi,10,4,0,37
15909,wangchongya,0,0,0,3
15910,max-au,47,1,18,18
15911,GuoXiaoyang,3,3,1,21
15912,smastelini,36,0,20,21
15913,dusta,18,7,1,40
15914,yezhejack,0,0,0,28
15915,Asabeneh,128,0,1,153
15916,yangengzhe,0,0,0,42
15917,MitsuhaMiyamizu,61,1,0,94
15918,TangXiaoLv,0,0,0,14
15919,ZoharWang,0,0,0,1
15920,txperl,72,0,1,8
15921,wisdommm,0,1,0,71
15922,hydrosquall,58,2,19,354
15923,hamuchiwa,0,0,0,7
15924,CompileYouth,0,0,0,27
15925,zgq354,89,7,0,32
15926,BTMorton,7,1,8,25
15927,wind-stone,28,0,0,21
15928,eacdy,18,4,0,35
15929,xiangban,0,0,0,30
15930,dongm2ez,32,26,1,14
15931,targeral,194,13,158,131
15932,starlightme,0,0,0,41
15933,Conchylicultor,411,17,1,43
15934,tenlee2012,2,1,0,45
15935,wenbihan,0,0,0,18
15936,withoutboats,0,0,0,71
15937,codertimo,0,1,0,11
15938,johnleider,936,2,62,22
15939,cgidzinski,5,0,1,26
15940,unclexiao,2,0,0,13
15941,bobiscool,2,0,0,494
15942,vaneenige,0,0,0,33
15943,chriseth,1204,93,340,86
15944,FiveYellowMice,2,1,3,29
15945,MatteoJoliveau,168,2,7,59
15946,ianngiaw,0,0,1,15
15947,Laurae2,0,0,0,69
15948,lattas,52,0,0,15
15949,andreasveit,0,0,0,13
15950,pahammad,0,0,0,6
15951,wangtzh,10,0,0,0
15952,donglegedong,0,0,0,8
15953,hellock,14,0,7,28
15954,yckao,11,0,1,49
15955,lundibundi,18,2,10,43
15956,VictorZeng,5,0,6,26
15957,fmassa,25,2,7,40
15958,3TUSK,229,10,4,48
15959,leerob,435,27,165,45
15960,xxjwxc,167,0,2,34
15961,sheldonshen,0,0,0,34
15962,sunsx9316,50,0,0,12
15963,yoyo930021,441,20,9,83
15964,shoukai,0,0,0,20
15965,bistack,0,2,0,15
15966,Fantasy9527,38,0,0,72
15967,z4o4z,19,1,8,46
15968,liaoyuming,0,0,0,27
15969,Mrluobo,0,1,0,44
15970,wepe,0,0,0,28
15971,turingking,0,0,0,23
15972,ericdrobinson,18,4,1,11
15973,boddumanohar,427,89,190,101
15974,MingjiHan99,65,7,18,48
15975,shigabeev,5,2,8,30
15976,kenkoooo,536,23,155,140
15977,pzxwhc,0,0,0,1
15978,daniellansun,194,12,4,621
15979,b1f6c1c4,178,2,1,154
15980,zack24q,0,0,0,19
15981,LGA1150,6,3,0,12
15982,zoeyuchao,18,0,0,50
15983,isdaniel,43,3,3,137
15984,bojone,250,5,0,105
15985,Ruio9244,0,0,0,38
15986,zoolsher,43,2,12,57
15987,TennyZhuang,196,90,149,149
15988,ShichenLiu,3,0,0,17
15989,wangning0,0,0,0,91
15990,leetlin,0,0,0,25
15991,Yacent,0,0,2,36
15992,richardartoul,194,23,49,85
15993,aben1188,2,3,1,203
15994,thtrieu,0,0,0,33
15995,afontcu,11,0,3,80
15996,anxsec,1,0,1,46
15997,jiangzhonglian,295,4,41,142
15998,zero-g,0,0,0,14
15999,chrmarti,244,190,156,71
16000,hehex9,18,1,8,36
16001,wangjian-k,0,0,0,203
16002,zdzhaoyong,0,0,0,54
16003,aouaki,0,1,0,17
16004,madalinabuzau,0,0,0,8
16005,phobal,73,5,2,76
16006,ideazhao,4,0,0,11
16007,ahutyaoyj,0,0,0,7
16008,AkihiroSuda,2466,264,652,274
16009,sunhapper,2,0,2,14
16010,myownskyW7,34,0,2,32
16011,kebuwei,0,0,0,0
16012,tobyxie0212,0,0,0,11
16013,xulongfei,0,0,0,7
16014,amrutagokhale,0,0,0,6
16015,TruthHun,629,2,1,456
16016,Qquanwei,72,4,16,73
16017,yuzhenlin,0,0,0,6
16018,ddd702,33,0,0,29
16019,Wine93,96,18,30,18
16020,lkostrowski,696,454,449,68
16021,xiaoyulu2014,0,0,0,15
16022,gfyoung,4,0,2,15
16023,zhouyupeng,2,0,0,27
16024,greyireland,16,7,3,194
16025,tianyong90,1,0,0,44
16026,foolsong,0,0,0,12
16027,csjunxu,69,0,0,513
16028,lecjy,15,9,7,32
16029,yuanxm5,0,0,0,18
16030,debingfeng,0,0,0,89
16031,XGHeaven,31,3,15,125
16032,zyr17,613,2,2,70
16033,nerososft,7,0,0,75
16034,yzlhccdec,0,0,0,7
16035,mihuajun,0,0,0,26
16036,aaorsi,0,1,0,18
16037,1156721874,8,0,0,58
16038,chenyuntc,30,2,1,49
16039,YingkitTse,0,0,0,20
16040,qs371102,1,0,0,60
16041,byr-gdp,0,0,0,109
16042,adjidieng,2,0,0,12
16043,woxly,6,0,1,6
16044,Wei-Xia,2,0,0,58
16045,sedabull,0,0,0,43
16046,eteplus,10,1,0,31
16047,Nealyang,0,0,0,40
16048,funeyu,0,0,0,48
16049,BlackGanglion,0,0,0,66
16050,Mr-Vincent,1,1,0,37
16051,ilanyu,0,1,0,62
16052,bingo711x,0,0,0,5
16053,liyifeng1994,0,0,0,9
16054,moxiaoping,0,0,0,18
16055,6ag,0,19,0,43
16056,saint-germain,36,0,0,77
16057,liuyingshan,2,0,0,5
16058,adityaramkumar,0,0,0,6
16059,zjubank,0,0,0,26
16060,jjAugust,23,2,0,62
16061,CodingdotNet,0,0,0,0
16062,showonne,4,2,1,65
16063,alexazhou,3,0,0,15
16064,WeiJSu,0,0,0,2
16065,richamsft,0,0,0,1
16066,victoryancn,0,0,0,23
16067,terry182,19,1,6,38
16068,milanaryal,267,0,0,16
16069,maple3142,136,12,9,174
16070,EricMFischer,13,0,0,64
16071,LanZhangWeb,0,0,0,16
16072,letsar,27,7,1,54
16073,sxei,2,2,0,34
16074,Ellery0924,0,2,0,24
16075,yxgeee,37,0,0,22
16076,morrain,1,0,1,10
16077,levy9527,436,0,1,23
16078,trulyronak,17,0,0,154
16079,Omiknight,0,0,0,32
16080,Vince14Genius,182,11,23,39
16081,xhochipe,0,12,3,39
16082,2yz,0,0,0,54
16083,YongdongHe,0,0,0,29
16084,chocking,0,0,0,11
16085,beyoursun,0,0,0,20
16086,shenhui0509,0,0,0,32
16087,ccqy66,12,0,0,38
16088,KFCFans,282,9,0,22
16089,ivan-aksamentov,1445,11,196,76
16090,WilsonWangTHU,0,0,0,53
16091,Yann-Wang,44,0,21,46
16092,Cryptogenic,46,1,1,42
16093,shenlq,0,0,0,9
16094,changxiaokang,96,8,0,7
16095,mishengqiang,0,0,0,25
16096,LiquidLemon,71,3,1,33
16097,2012-wangjiaqi,2,0,1,13
16098,wolfogre,186,19,167,54
16099,OtakuNekoP,0,0,0,63
16100,qihonggang,0,0,0,42
16101,Sunnnner,16,4,1,63
16102,FlySea,0,0,0,10
16103,sczyh30,119,58,12,64
16104,ad775,0,0,0,2
16105,nobt,0,0,0,10
16106,wangmchn,0,0,0,37
16107,Pines-Cheng,0,0,0,93
16108,maobon,0,0,0,56
16109,zjutkz,1,0,0,61
16110,kaeyleo,0,0,0,21
16111,aicherc,0,0,0,8
16112,liangliang1259,0,0,1,18
16113,KennethWangDotDev,0,0,0,32
16114,wjkang,171,3,9,48
16115,clzd0792,0,0,0,10
16116,Deardrops,0,0,0,38
16117,Oscar-ren,12,0,0,21
16118,locosoft1986,3,0,0,249
16119,allencloud,1,0,0,100
16120,eternaltingting,0,0,0,6
16121,tooweakchen,0,0,0,23
16122,ralpguler,0,0,0,5
16123,450586509,0,6,0,27
16124,LeadroyaL,4,1,2,50
16125,sunjinshuai,374,0,0,140
16126,eWangsf,0,0,0,20
16127,mingmingwon,15,1,0,13
16128,dklassic,943,10,61,23
16129,iamhankai,13,1,2,24
16130,hugoam,4,2,7,26
16131,Codetector1374,301,0,7,72
16132,donnes,81,1,1,17
16133,ttop5,0,0,0,46
16134,HobiSpace,0,0,0,17
16135,pd4d10,563,16,27,112
16136,jiangjiu,0,10,0,47
16137,zhuyingda,0,0,0,16
16138,joooye34,17,3,16,25
16139,arnolds,0,0,0,2
16140,chongshengsun,1,0,0,1
16141,mmazzarolo,14,4,9,85
16142,yaozd,0,0,0,484
16143,D-X-Y,13,14,5,8
16144,jeffreyvr,151,3,11,86
16145,kaleai,62,0,0,17
16146,ChenLi0830,13,1,1,55
16147,shun2ya,0,0,0,0
16148,DeveloperLx,0,0,0,61
16149,kagol,208,73,118,86
16150,Jiasm,29,0,1,204
16151,nauxliu,10,9,13,113
16152,shrubb,8,1,0,42
16153,WeidiXie,58,0,0,30
16154,mengzhenwei,0,0,0,2
16155,zhenhua-lee,0,0,0,15
16156,imfycc,7,2,0,18
16157,hdchen,0,0,0,14
16158,jimfb,0,0,0,10
16159,rctatman,9,0,0,54
16160,apcooper,0,0,0,15
16161,brycetsao,0,0,0,27
16162,eernstg,134,178,54,8
16163,LarusCry,0,0,0,1
16164,GoogleCodeExporter,0,0,0,0
16165,wingjay,0,0,0,48
16166,jasonliao,0,0,0,23
16167,ThirtyDegreesRay,0,0,0,4
16168,javeme,17,7,17,64
16169,fengzixu,6,0,1,216
16170,Yaowenjie,0,0,0,45
16171,andylokandy,465,12,138,75
16172,XZYCR7,0,0,0,1096
16173,patrickyin,0,0,0,16
16174,shervinchen,177,5,0,774
16175,mizdra,1139,59,175,138
16176,eshengsky,0,1,0,45
16177,su37josephxia,395,1,2,79
16178,xudaolong,6,1,1,27
16179,yz--lmy,0,0,0,13
16180,snowkylin,13,0,0,23
16181,ShawnyXiao,0,0,0,14
16182,imwyh,14,1,6,17
16183,nem035,93,0,6,102
16184,nanochess,33,0,0,34
16185,EvanBacon,1409,5,533,274
16186,leosoul,0,0,0,4
16187,yu199195,227,8,26,59
16188,laixintao,813,16,84,195
16189,petrovicstefanrs,0,0,0,81
16190,YoKeyword,0,0,0,43
16191,MelonRice,0,0,0,32
16192,DiamondYuan,94,9,65,43
16193,wvangansbeke,1,0,0,13
16194,linqianwarm,0,0,0,21
16195,CommanderXL,71,4,8,94
16196,gmalanga,30,0,10,3
16197,dongjoon-hyun,346,25,356,123
16198,amir32002,2,0,0,3
16199,Q1mi,52,39,0,38
16200,zzl133,0,0,0,212
16201,helloqingfeng,0,0,0,146
16202,Jocs,279,16,30,59
16203,zhaohaodang,7,0,0,21
16204,ahonn,847,11,82,102
16205,baoxd,0,1,0,44
16206,Sioxas,4,0,0,18
16207,axetroy,434,38,54,323
16208,crazyboycjr,39,7,17,39
16209,maxkordek,1,0,0,0
16210,umarufans,0,0,0,29
16211,shenxs,0,0,0,26
16212,streamich,1228,122,166,414
16213,neoblizz,218,50,43,62
16214,malun666,0,0,0,88
16215,GcsSloop,9,0,0,38
16216,LinXiaoya,0,0,0,2
16217,Andarist,800,70,714,548
16218,maxwellclarke-wf,0,0,0,11
16219,kusti8,32,0,0,83
16220,liximomo,312,0,10,87
16221,alienzhou,2,2,1,138
16222,ObesityChow,1,0,1,6
16223,ravencrown,0,0,0,43
16224,kaolafm,0,0,0,4
16225,SilentTTxo,0,0,0,36
16226,hyy1115,0,0,0,35
16227,LockGit,30,1,0,84
16228,juho-lee,2,0,0,15
16229,Mayweiwang,0,0,0,13
16230,howel52,0,0,0,61
16231,steambap,59,1,3,73
16232,Dale-,0,0,0,31
16233,ToniRV,31,1,3,79
16234,wutoz,1,0,1,45
16235,flyaways,0,1,0,59
16236,dyw934854565,0,0,1,39
16237,7anshuai,10,0,1,30
16238,handoing,1,0,0,54
16239,huobiapi,2,0,0,20
16240,amitshekhariitbhu,277,0,0,52
16241,lulujianjie,0,1,0,101
16242,guzhenping,0,0,0,113
16243,YXGuang,0,0,0,8
16244,HelKyle,9,2,9,22
16245,kangkaisen,242,13,92,12
16246,rajeshwarpatlolla,6,3,1,35
16247,fyangstudio,0,2,0,36
16248,carrenD,11,0,0,19
16249,zhangweijiqn,0,0,0,88
16250,tianxingqian,0,0,0,11
16251,litong534,2,1,2,49
16252,imkiva,1111,19,84,18
16253,splamarr,0,0,0,1
16254,SinCatGit,0,0,0,91
16255,ryouaki,120,4,6,66
16256,ZEROKISEKI,0,0,0,23
16257,zcyc,234,28,13,22
16258,skylightbbj,0,0,0,2
16259,readthecodes,0,6,0,73
16260,kamingchan,55,0,2,39
16261,nikhilnanivadekar,14,1,1,26
16262,dashixiong91,2,0,0,22
16263,shenghy,0,0,0,13
16264,hellodigua,24,2,0,10
16265,saiwu-bigkoo,0,0,0,26
16266,hevin-lee,0,0,0,112
16267,SergeyKanzhelev,124,45,80,82
16268,jarrodsampson,2,0,0,64
16269,CK110,1,0,0,120
16270,sciooga,37,0,0,14
16271,tbl00c,0,0,0,22
16272,catplanet007,0,0,0,36
16273,EasyChris,55,4,2,26
16274,lenconda,234,0,6,135
16275,johnmcclean,0,0,0,11
16276,ken,0,0,0,0
16277,changyuezhou,0,0,0,22
16278,riggaroo,192,7,70,33
16279,oliviale,7,1,4,8
16280,ghostsf,2,1,0,104
16281,hzy38324,1,1,0,17
16282,adriela,0,0,0,1
16283,Matrixbirds,0,6,2,201
16284,ChristianFF,0,0,0,16
16285,huoteng,2,0,4,5
16286,winddd,17,0,0,11
16287,markrogoyski,329,1,3,12
16288,xuhuairuogu,5,0,0,266
16289,Shinelw,0,0,0,40
16290,iGuure,0,0,0,12
16291,aozhimin,0,0,0,89
16292,1782457225,0,0,0,28
16293,yihui-he,41,9,6,186
16294,kanoyami,0,0,1,34
16295,acrazing,18,12,2,12
16296,zcaceres,45,0,0,76
16297,early-return,0,0,0,32
16298,CHANGsome,35,0,0,12
16299,NullSense,3,2,62,13
16300,Saul-Mirone,1113,40,280,15
16301,SteNicholas,69,21,83,94
16302,youluna,0,0,0,16
16303,mason-hale,0,0,0,5
16304,navdeep-G,6,0,1,66
16305,jiguanglizipao,2,4,0,18
16306,robinweser,63,1,1,54
16307,BioPhoton,2604,157,339,154
16308,RaeesBhatti,151,8,11,44
16309,HiWong,0,1,0,983
16310,yedaodao,0,0,0,58
16311,ch-daisy,0,1,0,36
16312,xiangflight,0,0,0,67
16313,SuperKieran,0,0,0,44
16314,haobinaa,40,0,0,12
16315,liuminglei,0,0,0,27
16316,MiYogurt,0,0,0,127
16317,zhisheng17,36,0,0,24
16318,Kashin-J,0,0,0,12
16319,qilingit,8,0,0,6
16320,guliujian,4,0,0,71
16321,zouzls,0,0,0,13
16322,jecyhw,0,0,0,46
16323,Leopoldthecoder,109,0,101,47
16324,nonewbie,0,0,0,34
16325,hangg7,21,5,3,18
16326,fvonhoven,93,0,9,47
16327,Anuken,1247,2,4,87
16328,kadhirash,0,0,0,37
16329,janhuenermann,0,1,3,19
16330,SergioChan,108,0,0,48
16331,hzwer,136,3,1,9
16332,yihuineng,80,1,52,6
16333,xx19941215,11,0,1,84
16334,sea-boat,21,0,0,33
16335,h-hy,0,0,0,20
16336,PinLin,22,0,0,16
16337,echoma,0,0,0,15
16338,gnauhca,2,0,0,37
16339,joeleba,179,2,9,16
16340,ctiller,446,0,477,24
16341,Javen205,41,0,0,21
16342,huoqishi,0,0,0,61
16343,yuxuanchen1997,23,3,3,14
16344,redolog,250,28,0,26
16345,rqycpp,0,0,0,28
16346,WeiHongLee,63,0,0,11
16347,otokaze,17,2,0,13
16348,gaomeng1900,147,2,0,30
16349,xiaolonw,0,0,0,51
16350,wjzeng,0,0,2,21
16351,xy-guo,8,1,0,10
16352,1132719438,219,0,0,6
16353,igushev,0,0,0,9
16354,HaozhiQi,26,0,0,10
16355,ryanlee2014,19,0,0,88
16356,yangfch3,0,1,0,20
16357,jaungiers,0,0,0,14
16358,imba97,185,8,4,36
16359,Sonnenkokodril,0,0,0,17
16360,liruilong940607,272,3,57,79
16361,pangha,0,0,0,3
16362,tanersener,66,0,12,69
16363,sclchic,0,0,0,14
16364,simplytunde,3,1,1,4
16365,DKChan,0,0,0,17
16366,weiwosuoai,75,0,0,62
16367,jaehyunjoo,99,1,1,10
16368,Wellaiyo,2,0,2,1
16369,KevinWang15,133,2,3,85
16370,andeya,298,1,6,341
16371,aofall,10,1,4,7
16372,MeCKodo,0,0,0,68
16373,kishansagathiya,75,45,37,33
16374,fuyufjh,241,182,154,61
16375,PresidentObama,0,1,0,9
16376,nats-io,0,0,0,119
16377,NextZeus,9,0,1,196
16378,garrettluu,5,0,0,74
16379,xmy1231,1,3,0,14
16380,vzhou842,37,1,0,38
16381,homu,0,0,0,0
16382,Future2100,0,2,0,17
16383,theobarberbany,1,0,1,49
16384,ShomyLiu,1,8,2,39
16385,satwikkansal,26,3,2,56
16386,laekov,90,0,9,62
16387,congim,1,0,1,40
16388,songwenlong,0,0,0,55
16389,bokuweb,137,2,109,265
16390,prettyannn,0,0,0,0
16391,hujun-hujun,0,0,0,14
16392,ChuckPerry,0,0,0,3
16393,423cc,0,0,0,15
16394,sbodenstein,0,2,0,27
16395,tarkah,716,3,153,84
16396,kareanyi,0,0,0,5
16397,kiwenlau,0,2,0,102
16398,FlyLu,2,2,2,21
16399,glebzo,0,0,0,7
